question_id,disease_category,disease_prevalence,question_type,requires_visual_reasoning,original_disease,canonical_disease,disease_subcategory,language,is_valid,quality_notes,question_structure,difficulty,difficulty_rationale
6509,Infectious,common,diagnosis,False,Genital Ulcer,Genital Ulcer,Bacterial,english,True,,one_liner,easy,"Recognizing that genital ulcers can be caused by HSV, HPV-related lesions that may ulcerate, and HIV-associated opportunistic or aphthous-like ulcers is basic infectious dermatology knowledge for general practice."
6510,Inflammatory,moderate,diagnosis,False,Dermatomyositis,Dermatomyositis,Autoimmune,english,True,,one_liner,easy,"Identifying Gottron papules as violaceous, flat-topped lichenoid papules over extensor joints is classic, core knowledge for dermatologists."
6516,Infectious,common,diagnosis,False,Molluscum Contagiosum,Molluscum Contagiosum,Viral,english,True,,short_stem,easy,"Identifying umbilicated facial papules in a young child as molluscum contagiosum is a classic, hallmark presentation well within core dermatology knowledge."
6546,Inflammatory,moderate,diagnosis,False,Bullous Pemphigoid,Bullous Pemphigoid,Autoimmune,english,True,,short_stem,easy,"Identifying tense, hemorrhagic subepidermal blisters as pemphigoid versus the flaccid intraepidermal blisters of pemphigus is a classic, fundamental distinction in dermatology."
6539,Inflammatory,common,diagnosis,False,Psoriasis,Psoriasis Vulgaris,Papulosquamous,english,True,,one_liner,easy,Recognizing that Munro microabscesses are neutrophilic collections in the stratum corneum characteristic of psoriasis is core dermatopathology knowledge for general dermatologists.
6551,Inflammatory,moderate,epidemiology,False,Scleroderma,Scleroderma,Autoimmune,english,True,,one_liner,easy,"Recognizing common systemic sclerosis features (digital ulcers, GERD, mask-like facies) and knowing the female predominance is high but typically around 3–4:1 rather than 9:1 is standard core knowledge for general dermatologists."
6550,Other,common,diagnosis,False,Fordyce Spots,Fordyce Spots,Unclassified,english,True,,one_liner,easy,Identifying Fordyce spots as ectopic sebaceous glands is basic dermatology knowledge with classic presentation and straightforward distractors.
6555,Metabolic Systemic,rare,epidemiology,False,Xanthoma Disseminatum,Xanthoma Disseminatum,Systemic Disease Manifestations,english,True,,one_liner,medium,"Knowing that xanthoma disseminatum, a rare non-Langerhans cell histiocytosis, commonly associates with diabetes insipidus requires recall of a less-common condition and its characteristic systemic involvement."
6552,Inflammatory,moderate,diagnosis,False,Dermatomyositis,Dermatomyositis,Autoimmune,english,True,,one_liner,easy,"Recognizing classic dermatomyositis cutaneous signs (V sign, holster sign, poikiloderma) and excluding the unrelated groove sign is core dermatology knowledge."
6562,Infectious,moderate,diagnosis,False,Staphylococcal Scalded Skin Syndrome,Staphylococcal Scalded Skin Syndrome,Bacterial,english,True,,one_liner,easy,Staphylococcal scalded skin syndrome as a toxin-mediated disease caused by Staphylococcus aureus is fundamental dermatology knowledge.
6556,Inflammatory,moderate,diagnosis,False,Dermatographic Urticaria,Dermatographic Urticaria,Vascular & Urticarial,english,True,,short_stem,easy,"Identifying linear, transient, itchy wheals appearing within minutes as dermatographic urticaria is a classic presentation that general dermatologists recognize readily."
6563,Infectious,common,epidemiology,False,Herpes Zoster,Herpes Zoster,Viral,english,True,,one_liner,easy,Identifying the geniculate ganglion involvement (Ramsay Hunt syndrome) as a classic site for herpes zoster reactivation is standard dermatologic knowledge about common zoster presentations beyond thoracic dermatomes.
6564,Infectious,rare,treatment,False,Granuloma Inguinale,Granuloma Inguinale,Bacterial,english,True,,one_liner,easy,Recognizing azithromycin as the recommended first-line therapy for granuloma inguinale is standard STI treatment knowledge expected of general dermatologists.
6569,Pigmentation,common,mechanism,False,General,General,Unclassified,english,True,,one_liner,medium,Recalling the precise melanocyte-to-keratinocyte ratio (epidermal melanin unit 1:36) is a specific numeric detail not used daily and requires solid dermatology training rather than core general knowledge.
6565,Infectious,rare,diagnosis,True,Scrofuloderma,Scrofuloderma,Bacterial,english,True,,one_liner,easy,"Recognizing scrofuloderma as cutaneous TB spreading from underlying lymph nodes is a classic, core dermatology fact."
6566,Neoplastic,rare,diagnosis,True,Langerhans Cell Histiocytosis,Langerhans Cell Histiocytosis,Malignant,english,True,,vignette,easy,"Linking an infant with scalp dermatitis, lytic skull lesions, and EM findings (Birbeck granules) to Langerhans cell histiocytosis is classic core knowledge for general dermatologists."
6572,Inflammatory,common,treatment,False,Urticaria,Urticaria,Vascular & Urticarial,english,True,,short_stem,easy,Recognizing acute urticaria without anaphylaxis and selecting antihistamines as first-line treatment is core dermatology knowledge.
6579,Infectious,moderate,diagnosis,False,Rubeola,Measles,Viral,english,True,,one_liner,easy,"Identifying rubeola from a head and neck maculopapular rash preceded by buccal mucosal (Koplik) spots is a classic, straightforward presentation well known to general dermatologists."
6582,Inflammatory,moderate,diagnosis,False,Erythema Multiforme,Erythema Multiforme,Vascular & Urticarial,english,True,,short_stem,easy,"Distinguishing erythema multiforme by its acute mucosal vesicles that rupture with pseudomembrane formation and concurrent skin lesions is core clinical knowledge for general dermatologists, readily separating it from primary herpetic gingivostomatitis, ANUG, and Stevens-Johnson syndrome."
6586,Inflammatory,common,treatment,False,Urticaria,Urticaria,Vascular & Urticarial,english,True,,short_stem,easy,Identifying antihistamines as first-line treatment for uncomplicated acute urticaria is core dermatology knowledge.
6585,Genetic Rare,rare,mechanism,False,Xeroderma Pigmentosum,Xeroderma Pigmentosum,Genodermatoses,english,True,,one_liner,easy,"Identifying xeroderma pigmentosum as a defect in nucleotide excision repair is a classic, well-known association in dermatology."
6591,Infectious,moderate,diagnosis,False,Chancroid,Chancroid,Bacterial,english,True,,vignette,easy,"Classic presentation of chancroid with painful, soft ulcers and tender suppurative inguinal lymphadenopathy following sexual exposure is core STI knowledge for dermatologists."
6592,Neoplastic,moderate,epidemiology,False,Kaposi Sarcoma,Kaposi Sarcoma,Vascular Tumours,english,True,,one_liner,easy,"Recognizing Kaposi's sarcoma as classically associated with HIV infection (HHV-8–related) is core dermatology knowledge, while the distractors are clearly incorrect."
6593,Inflammatory,rare,diagnosis,True,Lichen Nitidus,Lichen Nitidus,Papulosquamous,english,True,,short_stem,easy,"Recognition of classic pinhead-sized, discrete, grouped papules on flexural/extensor sites including genitalia in a child is a hallmark presentation of lichen nitidus familiar to general dermatologists."
6594,Inflammatory,moderate,diagnosis,False,Lichen Planus,Lichen Planus,Papulosquamous,english,True,,one_liner,easy,"Recognizing that Wood's lamp aids in diagnosing vitiligo, porphyrias, and some tinea/pityriasis infections but not lichen planus is core dermatology knowledge."
6595,Pigmentation,moderate,diagnosis,False,Minocycline-Induced Pigmentation,Minocycline-Induced Hyperpigmentation,Hyperpigmentation,english,True,,short_stem,easy,"Association of blue-black nail and skin pigmentation with long-term minocycline use is a well-known, classic adverse effect recognized by general dermatologists."
6596,Neoplastic,moderate,treatment,False,Bowen'S Disease,Bowen's Disease,Premalignant,english,True,,vignette,easy,Managing incompletely excised Bowen’s disease with re-excision to achieve clear margins is standard core practice for general dermatologists.
6601,Metabolic Systemic,moderate,diagnosis,False,Sarcoidosis,Sarcoidosis,Systemic Disease Manifestations,english,True,,one_liner,easy,Recognizing lupus pernio as a classic cutaneous manifestation of sarcoidosis is core dermatology knowledge familiar to most general dermatologists.
6598,Inflammatory,rare,diagnosis,True,Pityriasis Rubra Pilaris,Pityriasis Rubra Pilaris,Papulosquamous,english,True,,short_stem,easy,Identifying pityriasis rubra pilaris from follicular papules with islands of sparing and palmoplantar keratoderma is a classic teaching point familiar to any general dermatologist.
6602,Infectious,rare,diagnosis,False,Lichen Scrofulosorum,Lichen Scrofulosorum,Bacterial,english,True,,one_liner,medium,Identifying that lichen scrofulosorum is the tuberculid with perifollicular and perieccrine noncaseating epithelioid granulomas requires dermatopathology knowledge of a relatively uncommon entity and distinguishing it from other TB-related dermatoses.
6607,Other,common,mechanism,False,General,General,Unclassified,english,True,,one_liner,easy,"Identifying the stratum corneum as the dead, keratinized layer of the epidermis is fundamental dermatology knowledge."
6608,Genetic Rare,rare,mechanism,False,Xeroderma Pigmentosum,Xeroderma Pigmentosum,Genodermatoses,english,True,,one_liner,medium,Knowing the specific DNA repair enzymes implicated in xeroderma pigmentosum (nucleotide excision repair defects rather than general polymerases) requires more detailed molecular recall than core clinical knowledge.
6609,Inflammatory,moderate,epidemiology,False,Erythema Nodosum,Erythema Nodosum,Vascular & Urticarial,english,True,,one_liner,easy,"Associations of erythema nodosum with infections (e.g., TB), drugs (sulfonamides), and pregnancy are classic, while SLE is not a typical cause, a distinction most dermatologists readily recall."
6613,Inflammatory,common,treatment,False,Acne Vulgaris,Acne Vulgaris,Neutrophilic,english,True,,short_stem,easy,Baseline liver function tests and lipid profile monitoring before isotretinoin is standard core practice for dermatologists.
6614,Infectious,moderate,diagnosis,False,Chancroid,Chancroid,Bacterial,english,True,,short_stem,easy,"Recognizing chancroid from the classic presentation of multiple painful, soft, undermined, ragged ulcers with purulent slough after a short incubation is core STI knowledge for dermatologists."
6619,Inflammatory,moderate,diagnosis,False,Lichen Planus,Lichen Planus,Papulosquamous,english,True,,one_liner,easy,"Identifying Wickham's striae as characteristic of lichen planus is a classic, high-yield dermatology fact that general dermatologists recall readily."
6616,Neoplastic,moderate,epidemiology,False,Kaposi Sarcoma,Kaposi Sarcoma,Vascular Tumours,english,True,,one_liner,easy,Identifying Kaposi sarcoma as associated with human herpesvirus 8 (HHV-8) is core dermatology knowledge and a classic association.
6620,Genetic Rare,rare,diagnosis,False,Gardner'S Syndrome,Gardner's Syndrome,Syndromic,english,True,,one_liner,easy,"Associating multiple epidermoid (epidermal inclusion) cysts with Gardner's syndrome is a classic, well-known dermatologic–systemic correlation that most dermatologists recall readily."
6623,Infectious,common,diagnosis,False,General,General,Unclassified,english,True,,one_liner,easy,"Recognizing that a Tzanck smear is positive in herpesvirus infections causing multinucleated giant cells (HSV, VZV: herpes zoster and varicella) but not in EBV is core dermatology knowledge."
6626,Inflammatory,common,diagnosis,False,General,General,Unclassified,english,True,,one_liner,easy,"Recognizing that palpable purpura indicates vasculitic inflammation (seen in small-vessel vasculitis, meningococcemia, and disseminated gonococcal infection) and is not typical of non-inflammatory thrombocytopenic purpura is core dermatology knowledge."
6628,Infectious,common,diagnosis,False,Erythrasma,Erythrasma,Bacterial,english,True,,one_liner,easy,"Identifying coral-red fluorescence under Wood's lamp as characteristic of erythrasma due to Corynebacterium is a classic, high-yield dermatology fact."
6632,Infectious,moderate,diagnosis,False,Erythrasma,Erythrasma,Bacterial,english,True,,one_liner,easy,"Identifying coral-red fluorescence on Wood’s lamp as characteristic of erythrasma is a classic, well-known association in general dermatology."
6624,Neoplastic,common,treatment,False,Basal Cell Carcinoma,Basal Cell Carcinoma,Malignant,english,True,,one_liner,easy,"Indications for Mohs surgery—recurrent tumors, aggressive histology, and perineural invasion—are core dermatologic surgery knowledge, while size <2 cm alone is not an indication."
6631,Pigmentation,moderate,epidemiology,False,Vitiligo,Vitiligo,Hypopigmentation,english,True,,one_liner,easy,Associations between vitiligo and autoimmune thyroid disease are widely known core dermatology knowledge.
6635,Inflammatory,moderate,diagnosis,True,Behcet'S Disease,Behçet's Disease,Neutrophilic,english,True,,vignette,easy,"Recurrent oral ulcers with erythematous halos plus nodular lesions on the shins (erythema nodosum) are classic for Behçet’s disease, a core association most dermatologists readily recognize over the listed alternatives."
6630,Neoplastic,common,diagnosis,False,Melanoma,Melanoma,Malignant,english,True,,one_liner,easy,Identifying melanoma as a hyperpigmented lesion while recognizing pityriasis alba and naevus anaemicus as hypopigmented/vascular phenomena is basic dermatologic knowledge.
6637,Inflammatory,moderate,diagnosis,True,Lichen Planus,Lichen Planus,Papulosquamous,english,True,,short_stem,easy,Classic description of lichen planus with pruritic purple papules on flexor surfaces and nail pterygium is core dermatology knowledge.
6639,Other,common,other,False,General,General,Unclassified,english,True,,one_liner,easy,Knowing that UVB spans 280–320 nm is core dermatologic knowledge about UV spectrum divisions.
6642,Inflammatory,common,diagnosis,False,General,General,Unclassified,english,True,,one_liner,easy,"Recognizing that Nikolsky's sign is positive in pemphigus, TEN, and SSSS but not in psoriasis is core dermatology knowledge."
6646,Pigmentation,moderate,diagnosis,False,General,General,Unclassified,english,True,,one_liner,medium,"Distinguishing hypopigmented versus depigmented lesions across specific nevi (Ito, Ota, depigmentosus, anemicus) requires nuanced dermatologic knowledge beyond basic presentations."
6647,Inflammatory,moderate,mechanism,False,Lichen Planus,Lichen Planus,Papulosquamous,english,True,,one_liner,easy,Recognizing basal cell (basal layer) degeneration as a classic histopathologic feature of lichen planus is core dermatopathology knowledge familiar to general dermatologists.
6648,Infectious,moderate,diagnosis,False,Primary Syphilis,Primary Syphilis,Bacterial,english,True,,one_liner,easy,"Recognizing the classic painless, indurated chancre of primary syphilis is core knowledge for general dermatologists."
6641,Neoplastic,common,prognosis,False,Melanoma,Melanoma,Malignant,english,True,,one_liner,easy,"Knowing that melanoma prognosis is primarily determined by stage and Breslow depth, with site also influencing outcomes, while duration of growth is not a standard prognostic factor, is core dermatology knowledge."
6649,Inflammatory,rare,diagnosis,False,Pityriasis Rubra Pilaris,Pityriasis Rubra Pilaris,Papulosquamous,english,True,,one_liner,medium,"Differentiating pityriasis rubra pilaris from psoriasis requires familiarity with specific distinguishing features (e.g., furfuraceous scalp scale, absence of salmon patches, palmoplantar keratoderma) and recognizing that arthropathy is linked to psoriasis, which is beyond the most basic core knowledge."
6650,Genetic Rare,rare,diagnosis,False,Sturge-Weber Syndrome,Sturge-Weber Syndrome,Syndromic,english,True,,one_liner,easy,"Linking a facial port-wine stain with Sturge-Weber syndrome is a classic, high-yield association that most general dermatologists recall readily."
6652,Inflammatory,moderate,diagnosis,False,Dermatitis Herpetiformis,Dermatitis Herpetiformis,Autoimmune,english,True,,vignette,easy,"Classic presentation and hallmark DIF finding of granular IgA in dermal papillae on extensor surfaces strongly indicate dermatitis herpetiformis, a core diagnosis familiar to all dermatologists."
6653,Metabolic Systemic,moderate,diagnosis,False,Zinc Deficiency,Zinc Deficiency,Nutritional,english,True,,one_liner,easy,Recognizing dermatitis and alopecia as classic signs of zinc deficiency is core dermatology knowledge.
6654,Infectious,moderate,diagnosis,False,Toxic Shock Syndrome,Toxic Shock Syndrome,Bacterial,english,True,,vignette,easy,"Classic presentation of toxic shock syndrome with diffuse erythema involving palms/mucosa, hypotension, multiorgan involvement, negative blood cultures, and late desquamation points directly to toxin-mediated Staphylococcus aureus."
6658,Inflammatory,rare,diagnosis,False,Acute Generalized Exanthematous Pustulosis,Acute Generalized Exanthematous Pustulosis,Neutrophilic,english,True,,short_stem,easy,"Linking hydroxychloroquine exposure with acute generalized exanthematous pustulosis (AGEP) presenting as a diffuse erythematous eruption with eosinophilia is classic core knowledge distinguishing it from SJS, bullous impetigo, or exfoliative dermatitis."
6661,Inflammatory,common,treatment,False,Acne Vulgaris,Acne Vulgaris,Neutrophilic,english,True,,one_liner,easy,"Knowing that oral isotretinoin is indicated for acne vulgaris and not for pemphigus, cutaneous TB (lupus vulgaris), or erythema multiforme is core dermatology knowledge."
6664,Infectious,common,diagnosis,False,Tinea Capitis,Tinea Capitis,Fungal,english,True,,short_stem,easy,"Classic pediatric presentation of tinea capitis with localized non-scarring alopecia, pruritus, and scaling is core knowledge for general dermatologists."
6663,Pigmentation,moderate,mechanism,False,Vitiligo,Vitiligo,Hypopigmentation,english,True,,one_liner,easy,Identifying methoxsalen (a psoralen) as a melanizing agent used in PUVA is core dermatology knowledge.
6665,Infectious,common,diagnosis,False,Tinea Cruris,Tinea Cruris,Fungal,english,True,,short_stem,easy,"Identifying Trichophyton rubrum as the most common cause of tinea cruris with pruritic, scaly groin lesions is core dermatology knowledge."
6667,Infectious,moderate,diagnosis,False,Scarlet Fever,Scarlet Fever,Bacterial,english,True,,one_liner,easy,"Recognizing Pastia's lines as red streaks in skin folds characteristic of scarlet fever is classic, core dermatology knowledge."
6670,Infectious,moderate,diagnosis,False,Secondary Syphilis,Secondary Syphilis,Bacterial,english,True,,one_liner,easy,"Recognizing that early secondary syphilis eruptions are classically nonpruritic, symmetric, and polymorphic is core dermatology knowledge."
6671,Metabolic Systemic,moderate,epidemiology,False,Raynaud'S Phenomenon,Raynaud's Phenomenon,Systemic Disease Manifestations,english,True,,short_stem,easy,Recognizing Raynaud phenomenon (triphasic color change in cold-exposed digits) and its classic association with scleroderma is core dermatology knowledge.
6672,Infectious,rare,epidemiology,False,Cutaneous Tuberculosis,Cutaneous Tuberculosis,Bacterial,english,True,,one_liner,easy,Identifying lupus vulgaris as the most common type of cutaneous tuberculosis is core dermatology knowledge routinely covered in training and commonly tested.
6675,Inflammatory,moderate,diagnosis,False,Dermatomyositis,Dermatomyositis,Autoimmune,english,True,,one_liner,easy,"Recognizing Gottron’s papules, heliotrope rash, and mechanic’s hands as classic dermatomyositis features—and excluding a ‘salmon rash’—is fundamental knowledge for general dermatologists."
6674,Infectious,common,diagnosis,False,Scabies,Scabies,Parasitic & Other,english,True,,vignette,easy,"Classic infant scabies presentation with pruritic papules, involvement of axillae/groin and vesicles on palms is a core, well-known pattern for general dermatologists."
6676,Pigmentation,common,diagnosis,False,Melasma,Melasma,Hyperpigmentation,english,True,,one_liner,easy,Identifying malar brown macular pigmentation in pregnancy as chloasma/melasma is classic core dermatology knowledge.
6680,Hair Nail,common,mechanism,False,General,General,Unclassified,english,True,,one_liner,easy,"Identifying the incorrect statement relies on fundamental hair cycle facts (≈85–90% anagen, telogen ~3 months, catagen as involution, telogen bridging catagen to next anagen) that a general dermatologist would recall readily."
6682,Infectious,common,diagnosis,False,Impetigo,Impetigo,Bacterial,english,True,,one_liner,easy,Recognizing honey-colored crusts as classic for non-bullous impetigo is a fundamental dermatologic sign known to all general dermatologists.
6681,Other,common,treatment,False,General,General,Unclassified,english,True,,one_liner,easy,"Knowing that liquid nitrogen is the standard agent for dermatologic cryosurgery is core, widely used clinical knowledge."
6684,Infectious,moderate,mechanism,False,Herpes Zoster Ophthalmicus,Herpes Zoster Ophthalmicus,Viral,english,True,,vignette,medium,Identifying the nasociliary nerve as the pathway for ocular involvement (Hutchinson sign) requires specific neuroanatomy knowledge of trigeminal branches beyond basic dermatology fundamentals.
6686,Pigmentation,common,diagnosis,True,Melasma,Melasma,Hyperpigmentation,english,True,,short_stem,easy,"Classic presentation of melasma (chloasma) as brown macules over the malar/bridge areas triggered by light exposure is core dermatology knowledge easily distinguished from SLE, rosacea, and nonspecific photodermatitis."
6687,Genetic Rare,rare,mechanism,False,Epidermolysis Bullosa,Epidermolysis Bullosa,Genodermatoses,english,True,,one_liner,easy,Associating dystrophic EB with COL7A1 (type VII collagen/anchoring fibrils) is core dermatology knowledge that most general dermatologists recall readily.
6685,Infectious,moderate,diagnosis,True,Mycetoma,Mycetoma,Fungal,english,True,,short_stem,easy,"Identifying mycetoma from the classic triad of chronic indurated swelling, multiple draining sinuses, and discharge of granules in a farmer is a well-known hallmark pattern for general dermatologists."
6688,Infectious,common,diagnosis,False,Syphilis,Syphilis,Bacterial,english,True,,short_stem,easy,Recognizing secondary syphilis (maculopapular rash following a painless chancre) and identifying Treponema pallidum is core dermatology knowledge.
6692,Inflammatory,moderate,diagnosis,False,Rheumatic Fever,Rheumatic Fever,Vascular & Urticarial,english,True,,one_liner,easy,"Associating erythema marginatum with acute rheumatic fever is classic, core knowledge for general dermatologists."
6689,Inflammatory,moderate,diagnosis,False,Lichen Planus,Lichen Planus,Papulosquamous,english,True,,short_stem,easy,"The triad of scarring alopecia, nail thinning, and hyperpigmented oral and cutaneous lesions is a classic presentation of lichen planus that most dermatologists would recognize readily."
6693,Inflammatory,moderate,diagnosis,False,Pemphigus Vulgaris,Pemphigus Vulgaris,Autoimmune,english,True,,one_liner,easy,"Recognizing that mucosal involvement is characteristic of pemphigus (and not typical of secondary syphilis, dermatitis herpetiformis, or psoriasis) is core dermatology knowledge."
6694,Inflammatory,rare,other,False,Toxic Epidermal Necrolysis,Toxic Epidermal Necrolysis,Autoimmune,english,True,,one_liner,easy,"Recognizing common life-threatening complications of TEN (sepsis, hypothermia, ocular damage) and excluding hepatitis is core knowledge for general dermatologists."
6695,Inflammatory,moderate,diagnosis,False,Dermatitis Herpetiformis,Dermatitis Herpetiformis,Autoimmune,english,True,,short_stem,easy,"Classic presentation linking gluten-sensitive enteropathy with intensely pruritic, grouped papulovesicles on extensor surfaces strongly indicates dermatitis herpetiformis, a well-known association for general dermatologists."
6700,Infectious,common,diagnosis,False,Herpes Zoster,Herpes Zoster,Viral,english,True,,one_liner,easy,Recognizing that a Tzanck smear detects multinucleated giant cells in herpes infections (HSV/VZV) is core dermatology knowledge.
6702,Infectious,common,diagnosis,True,Molluscum Contagiosum,Molluscum Contagiosum,Viral,english,True,,one_liner,medium,"Without the image, identifying the condition (likely molluscum contagiosum or condyloma) and knowing epidemiology versus transmission and immune status nuances requires more than basic recall but is still within general dermatology training."
6703,Genetic Rare,moderate,diagnosis,False,Neurofibromatosis Type 1,Neurofibromatosis Type 1,Syndromic,english,True,,short_stem,medium,Recognizing that multiple café-au-lait macules with axillary freckling suggest neurofibromatosis type 1 and knowing that slit-lamp examination for Lisch nodules supports the diagnosis requires specific though commonly taught dermatology-neurocutaneous knowledge.
6704,Inflammatory,moderate,diagnosis,False,Bullous Pemphigoid,Bullous Pemphigoid,Autoimmune,english,True,,one_liner,easy,"Recognizing that acantholysis occurs in pemphigus vulgaris, Darier disease, and SSSS but not in bullous pemphigoid is core dermatology knowledge about classic histopathology and blister pathogenesis."
6707,Genetic Rare,moderate,epidemiology,False,Neurofibromatosis Type 1,Neurofibromatosis Type 1,Syndromic,english,True,,vignette,easy,"Classic neurofibromatosis type 1 features (multiple neurofibromas, café-au-lait macules, Lisch nodules, affected first-degree relatives) point to an autosomal dominant inheritance that general dermatologists readily recall."
6708,Neoplastic,common,diagnosis,False,Melanoma,Melanoma,Malignant,english,True,,short_stem,easy,"Identifying irregular margins as a high-risk feature follows the well-known ABCDE criteria for melanoma, core knowledge for any dermatologist."
6710,Genetic Rare,moderate,epidemiology,False,Neurofibromatosis Type 1,Neurofibromatosis Type 1,Syndromic,english,True,,short_stem,easy,"Cafe-au-lait macules with axillary freckling points to neurofibromatosis type 1, classically associated with multiple cutaneous and subcutaneous neurofibromas, a core dermatology diagnosis."
6711,Infectious,common,diagnosis,False,Pityriasis Versicolor,Tinea Versicolor,Fungal,english,True,,one_liner,easy,"Recognizing that pityriasis versicolor commonly causes hypopigmented macules while vitiligo is depigmented, lichen planus is typically violaceous, and melasma is hyperpigmented is core dermatology knowledge."
6712,Inflammatory,moderate,epidemiology,False,Guttate Psoriasis,Guttate Psoriasis,Papulosquamous,english,True,,one_liner,easy,"Association of post–streptococcal infection with guttate psoriasis is a classic, well-known fact for general dermatologists."
6716,Inflammatory,common,mechanism,True,General,General,Unclassified,english,False,"Answer options are placeholders (A, B, C, D) without actual option text, so options are missing meaningful content.",one_liner,hard,"Without specific diseases listed, distinguishing one by differing pathogenesis implies nuanced comparative knowledge, making the question unanswerable without context and effectively very difficult for a general dermatologist."
6720,Infectious,common,treatment,False,Scabies,Scabies,Parasitic & Other,english,True,,one_liner,easy,"Recognizing that household contacts should be treated simultaneously is a core management principle of scabies that any general dermatologist would know, while the other options are clearly incorrect."
6722,Inflammatory,moderate,diagnosis,False,Graft Vs Host Disease,Graft-Versus-Host Disease,Autoimmune,english,True,,one_liner,easy,"Recognizing that graft-versus-host disease targets skin, liver, and GI tract while sparing the kidney is core, widely known knowledge for general dermatologists."
6725,Inflammatory,common,mechanism,False,Miliaria,Miliaria,Eczematous,english,True,,one_liner,easy,Recognizing that miliaria results from obstruction of eccrine sweat ducts is core dermatology knowledge taught early and recalled readily by general dermatologists.
6723,Metabolic Systemic,common,diagnosis,False,Hypothyroidism,Hypothyroidism,Endocrine-Associated,english,True,,one_liner,medium,"It requires distinguishing cutaneous findings of hypothyroidism from those of thyroid dermopathy (pretibial myxedema), thyroid acropathy, and peau d’orange—nuanced thyroid–skin associations that go beyond basic core knowledge."
6729,Infectious,moderate,diagnosis,False,Borderline Tuberculoid Leprosy,Borderline Tuberculoid Leprosy,Bacterial,english,True,,one_liner,medium,Recognizing ‘satellite lesions’ as characteristic of borderline tuberculoid leprosy requires nuanced leprosy classification knowledge beyond basic dermatology fundamentals.
6731,Metabolic Systemic,common,treatment,False,Chronic Venous Insufficiency,Chronic Venous Insufficiency,Systemic Disease Manifestations,english,True,,short_stem,easy,"Identifying compression (pressure-gradient) stockings as first-line therapy for chronic venous insufficiency is core, commonly recalled knowledge for general dermatologists."
6732,Inflammatory,moderate,diagnosis,False,Keloid,Keloid,Autoimmune,english,True,,one_liner,easy,"Recognizing that keloids extend beyond the original wound margins is a classic, foundational fact in dermatology, while the distractors are clearly incorrect."
6737,Inflammatory,common,diagnosis,False,Psoriasis,Psoriasis Vulgaris,Papulosquamous,english,True,,one_liner,easy,"Identifying Mees lines as not associated with psoriatic nail disease is straightforward for a general dermatologist familiar with classic psoriatic nail findings like pitting, subungual hyperkeratosis, and oil drop sign."
6739,Neoplastic,moderate,mechanism,False,Kaposi Sarcoma,Kaposi Sarcoma,Vascular Tumours,english,True,,one_liner,easy,"Associating Kaposi sarcoma with HHV-8 is a well-known, fundamental fact in dermatology."
6741,Genetic Rare,rare,diagnosis,False,Epidermolysis Bullosa,Epidermolysis Bullosa,Genodermatoses,english,True,,vignette,easy,Classic neonatal presentation of epidermolysis bullosa with trauma-induced blistering from birth and a fatal sibling history is a core diagnosis most dermatologists would readily recognize.
6742,Inflammatory,moderate,treatment,False,Psoriatic Arthropathy,Psoriatic Arthritis,Autoimmune,english,True,,one_liner,easy,Knowing methotrexate is the standard first-line systemic therapy for psoriatic arthritis is core dermatology knowledge.
6748,Inflammatory,common,mechanism,False,Atopic Dermatitis,Atopic Dermatitis,Eczematous,english,True,,one_liner,easy,Recognizing elevated IgE as characteristic of atopic dermatitis is fundamental knowledge for any general dermatologist.
6752,Infectious,common,diagnosis,False,Varicella Zoster,Varicella,Viral,english,True,,short_stem,easy,"Identifying multinucleated giant cells on a Tzanck smear as indicative of herpesvirus infection (e.g., VZV) is a classic, well-known dermatology fact."
6759,Inflammatory,moderate,diagnosis,False,Scleroderma,Scleroderma,Autoimmune,english,True,,one_liner,easy,"Identifying common features of scleroderma (Raynaud’s, dysphagia, skin tightening/contractures) and recognizing that calcification in long bones is not typical reflects core clinical knowledge for general dermatologists."
6757,Inflammatory,moderate,diagnosis,False,Pemphigus Vulgaris,Pemphigus Vulgaris,Autoimmune,english,True,,short_stem,easy,"Recognizing flaccid bullae with oral involvement as pemphigus vulgaris and associating it with intercellular 'fishnet' IgG deposition on DIF is classic, first-line dermatology knowledge."
6756,Genetic Rare,rare,diagnosis,False,Epidermolysis Bullosa,Epidermolysis Bullosa,Genodermatoses,english,True,,short_stem,easy,"Neonatal blistering and skin fragility triggered by minor trauma with a fatal sibling strongly indicates congenital epidermolysis bullosa, a classic presentation well known to general dermatologists."
6760,Inflammatory,common,treatment,False,Erythema Toxicum Neonatorum,Erythema Toxicum Neonatorum,Neutrophilic,english,True,,one_liner,easy,"Identifying that erythema toxicum neonatorum is benign, common, often appears after birth, needs no treatment, and is nicknamed 'flea-bitten' is core pediatric dermatology knowledge for general dermatologists."
6761,Inflammatory,moderate,epidemiology,False,Pityriasis Rosea,Pityriasis Rosea,Papulosquamous,english,True,,one_liner,easy,Identifying pityriasis rosea as a self-limiting condition is core dermatology knowledge with clearly incorrect alternatives.
6767,Inflammatory,rare,diagnosis,False,Sweet Syndrome,Sweet's Syndrome,Neutrophilic,english,True,,one_liner,easy,"Recognizing the classic triad of Sweet syndrome—fever, tender erythematous plaques, and arthralgia/neuropathy with neutrophilia—and that lymphadenopathy is not a typical feature is standard core knowledge for general dermatologists."
