question_id,question,answer_options,correct_choice,llm_response,llm_response_raw,used_sources,answer_source,conditions,retrieval_iterations,final_doc_count,final_sufficient,retrieval_history,retrieved_documents,final_confidence
913,"An 83-year-old bedbound man presents with a shallow open ulcer over his sacrum, with a red wound bed. Upon further examination, he also has areas of non-blanching redness on his lateral malleoli. Which of the following interventions would most likely have prevented his condition?","{""A"": ""Elevating the head of the bed to 45 degrees"", ""B"": ""Nutritional supplementation"", ""C"": ""Topical antibiotics"", ""D"": ""Anti-coagulants"", ""E"": ""Frequent repositioning""}",E,E, E,,non_rag,,0,0,,,,
9131,A gardener has multiple vesicles on hand andmultiple eruptions along the lymphatics. Most common fungus responsible is ?,"{""A"": ""Sporothrix schenckii"", ""B"": ""Cladosporium"", ""C"": ""Histoplasma"", ""D"": ""Candida""}",A,A, A,,non_rag,,0,0,,,,
9132,Scabies is caused by?,"{""A"": ""Mite"", ""B"": ""Tic"", ""C"": ""Virus"", ""D"": ""Fungus""}",A,A, A,,non_rag,,0,0,,,,
9133,Mycosis fungoides affects -,"{""A"": ""T Cells"", ""B"": ""B Cells"", ""C"": ""NK Cells"", ""D"": ""K Cells""}",A,A, A,,non_rag,,0,0,,,,
9147,Child with recurrent mouth ulcer which usually begin as a round yellowish elevated spot surrounded by a red halo and heals within 7-10 days:,"{""A"": ""Gingivitis"", ""B"": ""Aphthous ulcers"", ""C"": ""Malignancy"", ""D"": ""Herpetic ulcer""}",B,B, B,,non_rag,,0,0,,,,
9148,Idiopathic guttate hypomelanosis usually occurs over the-,"{""A"": ""Anterior aspects of legs and forearms"", ""B"": ""Face and ears"", ""C"": ""Flexural regions"", ""D"": ""Extensors""}",A,A, A,,non_rag,,0,0,,,,
9165,Subepidermal bullae is seen in ?,"{""A"": ""Pemphigus vulgaris"", ""B"": ""Darriers disease"", ""C"": ""Bullous pemphigoid"", ""D"": ""HSV infection""}",C,C, C,,non_rag,,0,0,,,,
9166,A 85-year-old female developed multiple blisters on trunk and thigh. Nikolsky's sign negative. The lesions came on and off. The most probable diagnosis is:,"{""A"": ""Pemphigus vulgaris"", ""B"": ""Bullous pemphigoid"", ""C"": ""Lichen planus"", ""D"": ""Lepra reaction""}",B,B, B,,non_rag,,0,0,,,,
9167,Acute febrile neutrophilic dermatosis is seen in-,"{""A"": ""Haberman syndrome"", ""B"": ""Kasabach merritt syndrome"", ""C"": ""Sweet syndrome"", ""D"": ""Behcet's syndrome""}",C,C, C,,non_rag,,0,0,,,,
917,"A 47-year-old woman presents to your clinic with complaints of a lesion on her nose. She first noticed it more than a year ago, and it seems to have gotten larger in the past 6 months. The patient is otherwise healthy and works as a tennis coach. Physical exam is notable for the lesion in Figure A. What is the most appropriate treatment for this patient?","{""A"": ""Broad surgical excision"", ""B"": ""Chemotherapy"", ""C"": ""Cryotherapy"", ""D"": ""Curettage"", ""E"": ""Mohs surgery""}",E,E, E,,non_rag,,0,0,,,,
9176,"A pregnant lady comes with itchy hand lesions. Her husband also gets it, whose examination finding is given below. The best treatment that can be given is -","{""A"": ""Permethrin"", ""B"": ""Ivermectin"", ""C"": ""GBH"", ""D"": ""Benzyl benzoate""}",A,A, A,,non_rag,,0,0,,,,
9179,"A 24-year-old woman with leukemia receives an allogeneic bone marrow transplant. Three weeks later, she develops a skin rash and diarrhea. Liver function tests show elevated serum levels of AST and ALT. A skin biopsy discloses a sparse lymphocytic infiltrate in the dermis and epidermis, as well as apoptotic cells in the epidermal basal cell layer. Skin rash and diarrhea in this patient are caused primarily by which of the following cells?","{""A"": ""Donor lymphocytes"", ""B"": ""Donor plasma cells"", ""C"": ""Fixed tissue macrophages"", ""D"": ""Recipient lymphocytes""}",A,A, A,,non_rag,,0,0,,,,
918,"A 65-year-old male is evaluated in clinic approximately six months after resolution of a herpes zoster outbreak on his left flank. He states that despite the lesions having resolved, he is still experiencing constant burning and hypersensitivity to touch in the distribution of the old rash. You explain to him that this complication can occur in 20-30% of patients after having herpes zoster. You also explain that vaccination with the shingles vaccine in individuals 60-70 years of age can reduce the incidence of this complication. What is the complication?","{""A"": ""Ramsay-Hunt syndrome"", ""B"": ""Acute herpetic neuralgia"", ""C"": ""Post-herpetic neuralgia"", ""D"": ""Secondary bacterial infection"", ""E"": ""Recurrent zoster""}",C,C, C,,non_rag,,0,0,,,,
9186,"A 6 months old infant had itchy erythematous papules and exudative lesions on the scalp, face, groin and axillae for one month. She also had vesicular lesions on the palms. What is the most likely diagnosis","{""A"": ""Psoriasis"", ""B"": ""Scabies"", ""C"": ""Congenital syphilis"", ""D"": ""Seborrheic dermatitis""}",B,B, B,,non_rag,,0,0,,,,
9187,"A young female complains of genital wa, the agent implicated is:","{""A"": ""Treponema pallidum"", ""B"": ""Adenovirus"", ""C"": ""Human papilloma virus"", ""D"": ""Pox virus""}",C,C, C,,non_rag,,0,0,,,,
9192,Drug causing exanthema -,"{""A"": ""Atropine"", ""B"": ""Phenytoin"", ""C"": ""Sulfonamide"", ""D"": ""All of the above""}",D,D, D,,non_rag,,0,0,,,,
9198,Which of the following monoclonal antibody is used in the treatment of Atopic dermatitis?,"{""A"": ""Ipilimumab"", ""B"": ""Dupilumab"", ""C"": ""Durvalumab"", ""D"": ""Reslizumab""}",B,B, B,,non_rag,,0,0,,,,
92,"Parents bring an 11-month-old baby to the clinic because the baby has a fever of 39.0°C (102.2°F). The baby is irritated and crying constantly. She is up to date on immunizations. A complete physical examination reveals no significant findings, and all laboratory tests are negative. Five days after resolution of her fever, she develops a transient maculopapular rash. What is the most likely diagnosis?","{""A"": ""Roseola"", ""B"": ""Erythema infectiosum"", ""C"": ""Rubella"", ""D"": ""Kawasaki disease""}",A,A, A,,non_rag,,0,0,,,,
920,"A 25-year-old woman with no prior medical history presents with complaints of a new skin rash. She was in her usual state of health until one month ago when she began developing an itchy rash on her lower abdomen. The patient works as a fitness instructor. Her family history is notable for a father with psoriasis and a brother with atopic dermatitis. Physical exam is notable for an otherwise healthy-appearing female and Figure A on skin exam. Her temperature is 98.9°F (37.2° C), pulse is 80/min, blood pressure is 120/82 mmHg, respirations are 10/min, and O2 saturation is 99% on room air. Her laboratory results are as follows:

Serum:
Na+: 135 mEq/L
K+: 4.2 mEq/L
HCO3-: 25 mEq/L
Cl-: 100 mEq/L
BUN: 19 mg/dL
Creatinine: 1.0 mg/dL
Glucose: 94 mg/dL

Hemoglobin: 14.4 g/dL
Leukocyte count: 10,000 cells/mm^3
Platelet count: 380,000/mm^3

Which of the following is the mechanism underlying this patient’s skin findings?","{""A"": ""IgE-mediated hypersensitivity"", ""B"": ""Immune complex-mediated hypersensitivity"", ""C"": ""T-cell-mediated hypersensitivity"", ""D"": ""Fungal infection"", ""E"": ""Deficiency of filaggrin""}",C,C, C,,non_rag,,0,0,,,,
9202,Xeroderma pigmentosum is caused due to abnormalities in:,"{""A"": ""A SOS repair"", ""B"": ""Nucleotide excision repair"", ""C"": ""Base excision repair"", ""D"": ""Mismatch repair""}",B,B, B,,non_rag,,0,0,,,,
9207,A 21 year old lady who is on an oral contraceptive pill presents with light brown pigmentation of the malar eminences. What is the likely diagnosis?,"{""A"": ""Haemochromatosis"", ""B"": ""Systemic Lupus Erythematosis"", ""C"": ""Melasma"", ""D"": ""Melanoma""}",C,C, C,,non_rag,,0,0,,,,
9218,A 10-year-old girl has multiple excoriations that have appeared on the skin of her hands over the past week. The child reports that she scratches her hands because they itch. Physical examination shows multiple 0.2- to 0.6-cm linear streaks in the interdigital regions. Treatment with a topical lindane lotion resolves the condition. Which of the following organisms is most likely responsible for these findings?,"{""A"": ""Ixodes scapularis"", ""B"": ""Poxvirus"", ""C"": ""Staphylococcus aureus"", ""D"": ""Sarcoptes scabiei""}",D,D, D,,non_rag,,0,0,,,,
9220,A female patient presents with diffuse alopecia. There is no other significant past or present complain except that she had suffered from typhoid fever 4 months back. What would be the most probable diagnosis is:,"{""A"": ""Androgenetic alopecia"", ""B"": ""Telogen effluvium"", ""C"": ""Anagen effluvium"", ""D"": ""Alopecia areata""}",B,B, B,,non_rag,,0,0,,,,
923,"A 7-day-old female presents with her parents to the pediatrician for her first well-child visit. Her mother reports that the patient is being exclusively breastfed. The patient’s mother is concerned about a rash at the nape of the patient’s neck. Her parents are not sure when the rash first developed, and the patient’s mother is concerned that the patient is having an allergic reaction to something in her breastmilk. The patient’s mother reports that the patient is urinating 6-8 times per day, and stools three times per day. The patient’s mother reports that the patient’s stools are loose, dark yellow, and “seedy,” and she denies ever seeing any streaks of blood in the patient’s diaper. The patient’s temperature is 97.9°F (36.6°C), blood pressure is 60/46 mmHg, pulse is 145/min, and respirations are 30/min. On physical exam, the patient appears well-developed and well-nourished. Her anterior fontanelle is soft and flat. The patient has the physical exam finding seen in Figure A. The lesion blanches with pressure.

Which of the following is the most likely diagnosis of this patient’s physical exam finding?","{""A"": ""Cherry hemangioma"", ""B"": ""Nevus simplex"", ""C"": ""Pyogenic granuloma"", ""D"": ""Port-wine stain"", ""E"": ""Superficial hemangioma""}",B,B, B,,non_rag,,0,0,,,,
9232,A child presents with white lesion (depigmented macule ) of 2x 2 cm with irregular margin over forehead and glabella. There is white forelock over forehead since birth. Diagnosis is:,"{""A"": ""Piebaldism"", ""B"": ""Dermatitis"", ""C"": ""Vitiligo"", ""D"": ""Nevus of Ito""}",A,A, A,,non_rag,,0,0,,,,
924,"A 22-year-old man presents to his primary care physician for a skin lesion. The patient states that he has had acne his entire life which typically self-resolves. His current lesion has not resolved and seems to be much more severe than his usual acne lesions. The patient is a college wrestler and is in a fraternity. He admits to having unprotected sex with multiple female and male partners. He has a past medical history of anabolic steroid use and is currently taking whey protein supplements. His temperature is 99.5°F (37.5°C), blood pressure is 127/68 mmHg, pulse is 70/min, respirations are 11/min, and oxygen saturation is 98% on room air. On physical exam, you note the findings in Figure A. Cardiopulmonary exam is within normal limits. Incision and drainage is performed. Which of the following is the most appropriate management of this patient's condition?","{""A"": ""Packing the wound"", ""B"": ""Mupirocin"", ""C"": ""Vancomycin"", ""D"": ""Dicloxacillin"", ""E"": ""Penicillin G""}",D,D, D,,non_rag,,0,0,,,,
9243,Koenon's periungual fibroma is a feature of?,"{""A"": ""Kawasaki's disease"", ""B"": ""Refsum disease"", ""C"": ""Darrier's disease"", ""D"": ""Bourneville's disease""}",D,D, D,,non_rag,,0,0,,,,
9256,A 24 year old lady with a past history of psoriasis presents with fever and multiple pus filled lesions in a generalized distribution. What is the drug of choice?,"{""A"": ""Coicosteroids"", ""B"": ""Retinoids"", ""C"": ""Methotrexate"", ""D"": ""Psoralen with PUVA""}",C,C, C,,non_rag,,0,0,,,,
926,"A 12-month-old child is brought in by his parents for a routine healthcare visit. The child was born at 39 weeks gestation in an otherwise uncomplicated pregnancy. Since his last visit, his parents endorse a new skin rash that has been recalcitrant to topical hydrocortisone 1% cream as well as watery, loose stools after meals. His parents deny recent travel or sick contacts but endorse recently weaning the child from breastfeeding to a vegan diet approximately 2 months prior. In addition, his parents endorse poor sleep and decreased activity during the day. Physical exam is notable for scaling, erythema, and desquamation of the perioral, hands, and perineal areas (Figure A) and sparse scalp hair. His temperature is 99.3°F (37.4°C), blood pressure is 92/60 mmHg, pulse is 125/min, respirations are 15/min, and oxygen saturation is 99% on room air. His laboratory results are as follows:

Serum:
Na+: 139 mEq/L
K+: 4.4 mEq/L
HCO3-: 21 mEq/L
Cl-: 100 mEq/L
BUN: 12 mg/dL
Creatinine: 0.8 mg/dL
Glucose: 90 mg/dL

Leukocyte count: 10,000/mm^3
Hemoglobin: 14.4 g/dL
Platelet count: 250,000/mm^3

Deficiency in which of the following is the most likely cause of this patient’s disease?","{""A"": ""Cobalamin"", ""B"": ""Copper"", ""C"": ""Zinc"", ""D"": ""Thyroid hormone"", ""E"": ""Ascorbic acid""}",C,C, C,,non_rag,,0,0,,,,
9266,Drug not used in Type 1 Lepra reacaEUR' tion is:,"{""A"": ""Antileprotics"", ""B"": ""Analgesics"", ""C"": ""Coicosteroids"", ""D"": ""Thalidomide""}",D,B, B,,non_rag,,0,0,,,,
9267,"A 66-year-old woman presents with a 6-month history of scaling and abnormal pigmentation of the skin. Her past medical history is significant for the treatment of thyroid cancer 1 year ago. Biopsy of lesional skin shows atrophy of the epidermis and dense fibrosis of the dermis, which displays dilated superficial blood vessels. These pathologic findings are most likely caused by previous exposure to which of the following?","{""A"": ""Chemotherapy"", ""B"": ""Corticosteroids"", ""C"": ""Organic iodine"", ""D"": ""Radiation therapy""}",D,D, D,,non_rag,,0,0,,,,
927,"A 45-year-old man with a history of chronic hepatitis C infection, hypertension, type II diabetes mellitus, and congestive heart failure presents to his primary care physician with complaints of a new rash. He states that he first noticed the rash two weeks prior, and endorses intermittent itchiness. The patient works as a butcher at a local meat processing shop and is sexually active with several partners. He does not use barrier protection. The patient’s temperature is 98.6°F (37.0°C), pulse is 90/min, blood pressure is 155/95 mmHg, and respirations are 12/min. Physical exam is notable for Figure A. Fine, lace-like white lines are also noted on the patient’s buccal mucosa. What is the most likely diagnosis?","{""A"": ""Atopic dermatitis"", ""B"": ""Lichen planus"", ""C"": ""Prurigo nodularis"", ""D"": ""Psoriasis"", ""E"": ""Scabies""}",B,B, B,,non_rag,,0,0,,,,
9271,30-year old male presents with flaccid bullae on an erythematous base and erosions over the oral mucous membrane. The blisters developed painful erosions rupture. What would be the most likely finding on an immunofluorescent examination of the sl biopsy of this patient?,"{""A"": ""Lincear IgA deposition in dermopeidermal junction"", ""B"": ""Linear IgG deposition in dermoepidermal junction"", ""C"": ""Fish net IgG deposition in epidermis"", ""D"": ""Granular deposits of IgA in dermal papillae""}",C,B, B,,non_rag,,0,0,,,,
9281,Pomphylox affects ?,"{""A"": ""Palms & soles"", ""B"": ""Groin"", ""C"": ""Scalp"", ""D"": ""Trunk""}",A,A, A,,non_rag,,0,0,,,,
9288,"A 28-year-old G1P0 at 32 weeks gestation present with itchy, erythematous papules on the extensor surfaces and trunk. . No history of fever or use of new creams or lotion was given. What is first line treatment for this condition?","{""A"": ""Antibiotic therapy"", ""B"": ""Antivirals and termination of pregnancy"", ""C"": ""Topical steroids and oral antihistamines"", ""D"": ""Oral steroids""}",C,C, C,,non_rag,,0,0,,,,
929,"A 52-year-old homeless man presents to the emergency department intoxicated. He was found passed out in a park and brought in by police. The patient's past medical history and medications are not known. He was brought in 1 week ago for intravenous drug overdose which was treated appropriately at the time. His temperature is 99.5°F (37.5°C), blood pressure is 92/58 mmHg, pulse is 120/min, respirations are 8/min, and oxygen saturation is 98% on room air. The patient is started on IV fluids and given a dose of naloxone. Basic laboratory values are ordered as seen below.

Hemoglobin: 10 g/dL
Hematocrit: 32%
Leukocyte count: 7,500/mm^3 with normal differential
Platelet count: 167,000/mm^3

Serum:
Na+: 139 mEq/L
Cl-: 100 mEq/L
K+: 5.1 mEq/L
HCO3-: 25 mEq/L
BUN: 52 mg/dL
Glucose: 99 mg/dL
Creatinine: 2.1 mg/dL
Ca2+: 10.2 mg/dL
AST: 62 U/L
ALT: 50 U/L

The patient is clinically sober 4 hours later and history and physical exam is able to be performed. The patient complains of joint pain and pain/tingling in his extremities. Cardiopulmonary exam is notable for a murmur along the left sternal border. The patient has decreased sensation in his legs bilaterally. Dermatologic exam reveals the finding in Figure A. Which of the following is the next best step in management?","{""A"": ""Alcoholics Anonymous and outpatient follow up"", ""B"": ""Admission and supportive therapy"", ""C"": ""Biopsy"", ""D"": ""Dialysis"", ""E"": ""Serum cryoglobulin levels""}",E,B, B,,non_rag,,0,0,,,,
93,"A 22-year-old woman presents to her primary care physician because she has been having severe pruritus on her left leg. She says the symptoms started 1 week ago after she went on a hiking trip with her friends. She wore shorts during the hike and felt as if something brushed her skin on the front of her leg just below the knee. She has no past medical history and no family history of autoimmune diseases. On physical exam, she has red pruritic papules and vesicles on her left leg. Which of the following mechanisms was most likely involved in the development of this patient's symptoms?","{""A"": ""Activation of cell surface receptors by antibodies"", ""B"": ""Cross-linking of IgE antibodies"", ""C"": ""Cytotoxicity due to T-cells"", ""D"": ""Immune complex deposition""}",C,C, C,,non_rag,,0,0,,,,
931,"A 39-year-old man presents to his doctor for a wellness checkup. He is concerned about a rash that does not seem to be improving. He is concerned, as he was recently exposed to his grandfather who has vesicular lesions on his skin and is being treated for them. He has a family history of skin cancer, colon cancer, and ovarian cancer. The patient has a past medical history of asthma and seasonal allergies. His temperature is 98.6°F (37.0°C), blood pressure is 137/98 mmHg, pulse is 90/min, respirations are 14/min, and oxygen saturation is 98% on room air. Physical exam reveals the finding in Figure A. Which of the following best describes the most likely diagnosis?","{""A"": ""Benign capillary proliferation"", ""B"": ""Edema of the epidermis"", ""C"": ""Healthy dermatologic development"", ""D"": ""Malignant blood vessel proliferation"", ""E"": ""Viral infection""}",A,E, E,,non_rag,,0,0,,,,
9312,Fungus causing hair skin and nail infection is?,"{""A"": ""T. rubrum"", ""B"": ""E. floculossum"", ""C"": ""M. Canis"", ""D"": ""M. Ayouni""}",A,A, A,,non_rag,,0,0,,,,
9317,The lichenoid eruption known as 'Tuberculids' are seen in which of the skin conditions?,"{""A"": ""Lupus vulgaris"", ""B"": ""Scrofuloderma"", ""C"": ""Lichen scrofulosorum"", ""D"": ""Tuberculosis Cutis Orificialis""}",C,C, C,,non_rag,,0,0,,,,
932,"A 55-year-old Caucasian male presents to his primary care physician for routine care. He has a longstanding history of diabetes mellitus type 2, hypertension, and hyperlipidemia for which he takes metformin, amlodipine, and atorvastatin. He is generally happy with his health, but does complain of mild discomfort in his chest after dinner each night as well as intermittent itching of his upper back. He smokes one pack of cigarettes per day and drinks two glasses of wine on the weekends. He works as a landscaper at his local golf course. His temperature is 99.5°F (37.5°C), pulse is 70/min, blood pressure is 140/90 mmHg, and respirations are 12/min. The most recent hemoglobin A1c from two years prior was 6.4% and his fasting fingerstick glucose in the office today is 120 mg/dL. Physical exam is notable for a well-appearing overweight individual with a lesion on his upper back (Figure A). Which of the following is the most likely diagnosis?","{""A"": ""Blue nevus"", ""B"": ""Pigmented seborrheic keratosis"", ""C"": ""Melanocytic nevus"", ""D"": ""Malignant melanoma"", ""E"": ""Spitz nevus""}",D,D, D,,non_rag,,0,0,,,,
9320,HLA associated with psoriasis is ?,"{""A"": ""HLA B27"", ""B"": ""HLA DR4"", ""C"": ""HLA CW6"", ""D"": ""HLA B8""}",C,C, C,,non_rag,,0,0,,,,
9325,Tinea ungum effects,"{""A"": ""Nail fold"", ""B"": ""Nail plate"", ""C"": ""Joints"", ""D"": ""Inter digital space""}",B,B, B,,non_rag,,0,0,,,,
9332,"A 6 month old infant presented with multiple erythematous papules & exudative lesions on the face, scalp, trunk and few vesicles on palms and soles for 2 weeks. His mother has H/o itchy lesions. The most likely diag is:","{""A"": ""Scabies"", ""B"": ""Infantile exzema (atopic dermatitis)"", ""C"": ""Infantile sebornheic dermatitis"", ""D"": ""Impetigo contagiosa""}",A,A, A,,non_rag,,0,0,,,,
9333,Fordyce spots are seen on-,"{""A"": ""Lips"", ""B"": ""Tongue"", ""C"": ""Fingers"", ""D"": ""Nails""}",A,A, A,,non_rag,,0,0,,,,
9339,Scutula is classically seen in:,"{""A"": ""Favus"", ""B"": ""Small spore ectothrix"", ""C"": ""Endothrix"", ""D"": ""Kerion""}",A,A, A,,non_rag,,0,0,,,,
934,"A 5-year-old girl is brought to the emergency department by her father due to a 6-day history of fevers and irritability. His father reports that the fevers have ranged from 101-104°F (38.3-40°C). He tried to give her ibuprofen, but the fevers have been unresponsive. Additionally, she developed a rash 3 days ago and has refused to wear shoes because they feel “tight.” Her father reports that other than 2 ear infections she had when she was younger, the patient has been healthy. She is up-to-date on her vaccinations except for the vaccine boosters scheduled for ages 4-6. The patient’s temperature is 103.5°F (39.7°C), blood pressure is 110/67 mmHg, pulse is 115/min, and respirations are 19/min with an oxygen saturation of 98% O2 on room air. Physical examination shows bilateral conjunctivitis, palpable cervical lymph nodes, a diffuse morbilliform rash, and desquamation of the palms and soles with swollen hands and feet. Which of the following the next step in management?","{""A"": ""Acetaminophen"", ""B"": ""High dose aspirin"", ""C"": ""Nafcillin"", ""D"": ""Penicillin V"", ""E"": ""Vitamin A""}",B,B, B,,non_rag,,0,0,,,,
9349,"25 yr old male having fever & malaise since 2 weeks, ahritis of ankle joint and tender erytematous nodules over the shin. Diagnosis is:","{""A"": ""Erythema nodosum"", ""B"": ""Hansen'sdisease"", ""C"": ""Weber- Christian disease"", ""D"": ""Nodular Vasculitis""}",A,A, A,,non_rag,,0,0,,,,
9350,"A 17 year old girl had been taking a drug for treatment of acne for the last 2 years, which has lead to pigmentation. Which drug could it be?","{""A"": ""Doxycycline"", ""B"": ""Minocycline"", ""C"": ""Azithromycin"", ""D"": ""Chlorpromazine""}",B,B, B,,non_rag,,0,0,,,,
9352,"In alopecia areata, seen is:","{""A"": ""Exclamatory mark hair"", ""B"": ""Scaring"", ""C"": ""Fungal infection"", ""D"": ""Traumatic""}",A,A, A,,non_rag,,0,0,,,,
936,"A 65-year-old woman is admitted to the hospital for a widespread rash. She reports that she started getting blisters about 10 days ago. The rash began on her trunk and now is also affecting her arms. She also complains that she is “itchy all over.” She denies any lesions in her mouth or genitalia. She denies fever, headache, vision changes, eye pain, abdominal discomfort, or dysuria. She had breast cancer treated with radical mastectomy, radiation, and chemotherapy 4 years ago. She was diagnosed with Parkinson disease 1 month ago. Her medical history is also significant for osteoporosis. She currently takes carbidopa-levodopa, amantadine, and zoledronate. She denies tobacco, alcohol, or recreational drug use. She is an avid rose gardener after recently retiring as a bank teller. She also states that she helps babysit her granddaughter on the weekends, whose daycare had a recent outbreak of impetigo. She denies recent travel. The patient’s temperature is 99°F (37.2°C), blood pressure is 110/70 mmHg, and pulse is 83/min. On physical examination, there are several 1-3 cm bullae over bilateral upper extremities, as shown in Figure A. There are similar lesions on the trunk and abdomen. When blunt pressure is placed on one of the bullae, the skin does not slough. A biopsy is obtained and the direct immunofluorescence is shown in Figure B. In addition to wound care, which of the following is the most appropriate management for the patient’s condition?","{""A"": ""Oral azathioprine"", ""B"": ""Oral cephalexin"", ""C"": ""Oral itraconazole"", ""D"": ""Topical clobetasol"", ""E"": ""Topical mupriocin""}",D,D, D,,non_rag,,0,0,,,,
9369,A young boy presents with dark patches with itching. On rubbing there is appearance of wheal. Diagnosis is -,"{""A"": ""Addison's disease"", ""B"": ""Urticaria pigmentosa"", ""C"": ""Chronic idiopathic urticaria"", ""D"": ""Erythema multiforme""}",B,B, B,,non_rag,,0,0,,,,
9377,Slapped cheek appearance is caused by -,"{""A"": ""Parvo virus"", ""B"": ""Measles"", ""C"": ""Rubella"", ""D"": ""HHV-6""}",A,A, A,,non_rag,,0,0,,,,
9379,A patient presents with history of bullae involving >30% BSA along with rashes all over body with erosions of the lips and other mucosa for few days. What can be the triggering factor?,"{""A"": ""Viral infection"", ""B"": ""Drug induced"", ""C"": ""Bacterial infection"", ""D"": ""Idiopathic""}",B,B, B,,non_rag,,0,0,,,,
938,"A 47-year-old man presents to the emergency department due to a rash. He states the rash started last night and is very concerning to him. The patient cannot remember being exposed to any environmental stimuli such as new detergents or poison ivy. The patient recently started following with a primary care provider who is helping him manage his arthritis and a new onset cough. His temperature is 99.5°F (37.5°C), blood pressure is 127/68 mmHg, pulse is 125/min, respirations are 18/min, and oxygen saturation is 98% on room air. Physical exam is notable for the findings of coalescing erythematous macules, bullae, desquamation, and mucositis only on the upper half of his back. Cardiopulmonary exam and abdominal exam are within normal limits. Inspection of the patient’s oropharynx reveals ulcers and erythema. Which of the following is the most likely diagnosis?","{""A"": ""Erythema multiforme"", ""B"": ""Herpes simplex virus"", ""C"": ""Herpes zoster"", ""D"": ""Steven-Johnson syndrome"", ""E"": ""Toxic epidermal necrolysis""}",D,A, A,,non_rag,,0,0,,,,
9395,Rhinopyma is (Potate nose) –,"{""A"": ""Septal deviation of nose"", ""B"": ""Sweat gland hypertrophy"", ""C"": ""Mucous gland hypertrophy"", ""D"": ""Sebaceous gland hypertrophy""}",D,D, D,,non_rag,,0,0,,,,
94,A 23-year-old woman comes to physician for an annual health maintenance examination. She feels well. She is 155 cm (5 ft 1 in) tall and weighs 79 kg (174 lb); BMI is 33 kg/m2. Examination shows a skin rash over both axillae. A photograph of her left axilla is shown. This patient's skin finding is most likely associated with which of the following conditions?,"{""A"": ""Niacin deficiency"", ""B"": ""Primary adrenal insufficiency"", ""C"": ""Polycystic ovarian syndrome"", ""D"": ""Hashimoto thyroiditis""}",C,C, C,,non_rag,,0,0,,,,
9402,In contact dermatitis the diagnostic method of choice is,"{""A"": ""Patch test"", ""B"": ""Skin biopsy"", ""C"": ""Intradermal test"", ""D"": ""Tzanck test""}",A,A, A,,non_rag,,0,0,,,,
9419,"An enlarging, conical ""cutaneous horn"" that has been present for more than a year projects 0.5 cm from a 0.7-cm base on the left lateral cheek of the face of a 58-year-old farmer. This lesion is excised, and microscopic 'examination shows basal cell hyperplasia. Some of the basal cells show nuclear atypicalities. This is associated with marked hyper keratosis and parakeratosis. Which of the following lesions best accounts for these findings?","{""A"": ""Verruca vulgaris"", ""B"": ""Keratoacanthoma"", ""C"": ""Dysplastic nevus"", ""D"": ""Actinic keratosis""}",D,D, D,,non_rag,,0,0,,,,
942,"A 41-year-old woman comes to the office for an evaluation of a rash. She reports the rash started 2 months ago on her knees and the rash has now appeared on her elbows. She denies pain or burning, but says the areas are mildly itchy and when she scratches them, they bleed. The patient is embarrassed because she works as a massage therapist. She reports some fatigue, but attributes it to stress. She denies headache, weight loss, or joint pains. She has seasonal allergies and takes daily loratadine. She had a tonsillectomy as a child. Her sister has alopecia and her son has vitiligo. She smokes 1 pack a day and denies alcohol or other recreational drug use. She is sexually active with her husband of 15 years. On physical examination, there are symmetric erythematous plaques with overlying scales on the extensor surfaces of bilateral knees and elbows. One of the plaques is shown in Figure A. Which of the following is the most likely diagnosis?","{""A"": ""Atopic dermatitis"", ""B"": ""Contact dermatitis"", ""C"": ""Discoid lupus"", ""D"": ""Nummular eczema"", ""E"": ""Psoriasis""}",E,E, E,,non_rag,,0,0,,,,
943,"A 27-year-old man presents to his primary care physician for a health checkup. He has no health concerns and has not seen a physician in years. The patient has a past medical history of depression treated with fluoxetine and lithium. His temperature is 99.5°F (37.5°C), blood pressure is 122/78 mmHg, pulse is 90/min, respirations are 13/min, and oxygen saturation is 98% on room air. Physical exam is notable for the finding in Figure A. Which of the following represents the most likely risk factor for this patient's presenting condition?","{""A"": ""Alcohol consumption"", ""B"": ""Antibiotic use"", ""C"": ""Intravenous drug use"", ""D"": ""Poor dental hygiene"", ""E"": ""Sexual intercourse""}",A,D, D,,non_rag,,0,0,,,,
9430,A young lady presented with white lacy lesions in oral cavity and her proximal nail fold has extended onto the nail bed. What is the likely diagnosis –,"{""A"": ""Psoriasis"", ""B"": ""Geographic tongue"", ""C"": ""Lichen planus"", ""D"": ""Candidiasis""}",C,C, C,,non_rag,,0,0,,,,
9434,Auspitz sign is seen in :,"{""A"": ""Pustular psoriasis"", ""B"": ""Plaque type psoriasis"", ""C"": ""Lichen planus"", ""D"": ""Pityriasis rubra pilaris""}",B,B, B,,non_rag,,0,0,,,,
9440,"A 45 year old farmer has itchy erythematous papular lesions on face, neck, 'V' area of chest, dorsum of hands and forearms for 3 years. The lesions are more severe in summers and improve by 75% in winters. The most appropriate test to diagnose the condition would be:","{""A"": ""Patch test"", ""B"": ""Skin biopsy"", ""C"": ""Intradermal prick test"", ""D"": ""Estimation of IgE levels in blood""}",A,A, A,,non_rag,,0,0,,,,
9444,Migratory necrolytic erythema is seen in,"{""A"": ""Glucagonoma syndrome"", ""B"": ""Peutz-Jeghers syndrome"", ""C"": ""Sarcoidosis"", ""D"": ""Amyloidosis""}",A,A, A,,non_rag,,0,0,,,,
