pid,group,case_index,question_id,source_position,document_id,rating,supports_llm,llm_answer,correct_choice,llm_is_correct
p43,15,6,57,2,3,Does not support,False,B,B,True
p43,15,6,57,3,9,Supports,True,B,B,True
p43,15,7,1085,1,1,Does not support,False,C,C,True
p43,15,7,1085,2,8,Does not support,False,C,C,True
p43,15,8,9711,1,1,Supports,True,A,A,True
p43,15,8,9711,2,2,Supports,True,A,A,True
p43,15,8,9711,3,3,Does not support,False,A,A,True
p43,15,9,1944,1,1,Supports,True,A,A,True
p43,15,10,7595,1,1,Supports,True,A,A,True
p43,15,10,7595,2,2,Supports,True,A,A,True
p43,15,10,7595,3,5,Supports,True,A,A,True
p43,15,10,7595,4,7,Supports,True,A,A,True
p43,15,11,4935,1,1,Supports,True,B,B,True
p43,15,11,4935,2,2,Supports,True,B,B,True
p43,15,11,4935,3,7,Supports,True,B,B,True
p43,15,12,258,1,1,Does not support,False,D,D,True
p43,15,12,258,2,2,Does not support,False,D,D,True
p43,15,12,258,3,4,Does not support,False,D,D,True
p43,15,12,258,4,5,Does not support,False,D,D,True
p43,15,13,2490,1,6,Does not support,False,A,C,False
p43,15,14,1113,1,4,Does not support,False,D,D,True
p43,15,14,1113,2,8,Does not support,False,D,D,True
p43,15,14,1113,3,9,Does not support,False,D,D,True
p43,15,15,2766,1,1,Supports,True,B,B,True
p43,15,15,2766,2,7,Does not support,False,B,B,True
p43,15,16,8890,1,1,Supports,True,B,A,False
p48,16,1,490,1,3,Does not support,False,A,A,True
p48,16,1,490,2,5,Supports,True,A,A,True
p48,16,2,418,1,8,Supports,True,B,B,True
p48,16,2,418,2,6,Does not support,False,B,B,True
p48,16,2,418,3,1,Does not support,False,B,B,True
p48,16,3,2640,1,1,Supports,True,A,A,True
p48,16,4,7037,1,3,Supports,True,D,D,True
p48,16,4,7037,2,2,Supports,True,D,D,True
p48,16,5,500,1,2,Does not support,False,D,D,True
p48,16,5,500,2,5,Supports,True,D,D,True
p48,16,6,2305,1,2,Supports,True,A,A,True
p48,16,6,2305,2,6,Supports,True,A,A,True
p48,16,6,2305,3,7,Does not support,False,A,A,True
p48,16,6,2305,4,8,Supports,True,A,A,True
p48,16,7,1075,1,1,Does not support,False,C,C,True
p48,16,7,1075,2,5,Supports,True,C,C,True
p48,16,8,804,1,1,Does not support,False,D,D,True
p48,16,8,804,2,5,Does not support,False,D,D,True
p48,16,8,804,3,6,Does not support,False,D,D,True
p48,16,9,689,1,10,Does not support,False,D,D,True
p48,16,10,548,1,1,Supports,True,A,A,True
p48,16,10,548,2,4,Supports,True,A,A,True
p48,16,10,548,3,5,Supports,True,A,A,True
p48,16,11,6073,1,3,Supports,True,D,D,True
p48,16,11,6073,2,1,Supports,True,D,D,True
p48,16,11,6073,3,8,Supports,True,D,D,True
p48,16,12,177,1,1,Does not support,False,A,B,False
p48,16,12,177,2,3,Does not support,False,A,B,False
p48,16,13,1353,1,1,Does not support,False,A,A,True
p48,16,14,9787,1,1,Does not support,False,A,C,False
p48,16,14,9787,2,6,Supports,True,A,C,False
p48,16,15,1063,1,3,Supports,True,E,E,True
p48,16,15,1063,2,10,Supports,True,E,E,True
p48,16,16,2913,1,1,Does not support,False,D,D,True
p48,16,16,2913,2,2,Does not support,False,D,D,True
p48,16,16,2913,3,4,Does not support,False,D,D,True
p46,16,1,490,1,3,Supports,True,A,A,True
p46,16,1,490,2,5,Supports,True,A,A,True
p46,16,2,418,1,8,Supports,True,B,B,True
p46,16,2,418,2,6,Does not support,False,B,B,True
p46,16,2,418,3,1,Does not support,False,B,B,True
p46,16,3,2640,1,1,Does not support,False,A,A,True
p46,16,4,7037,1,3,Supports,True,D,D,True
p46,16,4,7037,2,2,Does not support,False,D,D,True
p46,16,5,500,1,2,Supports,True,D,D,True
p46,16,5,500,2,5,Does not support,False,D,D,True
p46,16,6,2305,1,2,Supports,True,A,A,True
p46,16,6,2305,2,6,Supports,True,A,A,True
p46,16,6,2305,3,7,Does not support,False,A,A,True
p46,16,6,2305,4,8,Supports,True,A,A,True
p46,16,7,1075,1,1,Does not support,False,C,C,True
p46,16,7,1075,2,5,Supports,True,C,C,True
p46,16,8,804,1,1,Does not support,False,D,D,True
p46,16,8,804,2,5,Does not support,False,D,D,True
p46,16,8,804,3,6,Does not support,False,D,D,True
p46,16,9,689,1,10,Does not support,False,D,D,True
p46,16,10,548,1,1,Supports,True,A,A,True
p46,16,10,548,2,4,Supports,True,A,A,True
p46,16,10,548,3,5,Supports,True,A,A,True
p46,16,11,6073,1,3,Supports,True,D,D,True
p46,16,11,6073,2,1,Does not support,False,D,D,True
p46,16,11,6073,3,8,Does not support,False,D,D,True
p46,16,12,177,1,1,Does not support,False,A,B,False
p46,16,12,177,2,3,Does not support,False,A,B,False
p46,16,13,1353,1,1,Does not support,False,A,A,True
p46,16,14,9787,1,1,Does not support,False,A,C,False
p46,16,14,9787,2,6,Does not support,False,A,C,False
p46,16,15,1063,1,3,Supports,True,E,E,True
p46,16,15,1063,2,10,Supports,True,E,E,True
p46,16,16,2913,1,1,Supports,True,D,D,True
p46,16,16,2913,2,2,Supports,True,D,D,True
p46,16,16,2913,3,4,Supports,True,D,D,True
p49,17,1,464,1,5,Supports,True,C,C,True
p49,17,1,464,2,3,Supports,True,C,C,True
p49,17,1,464,3,2,Does not support,False,C,C,True
p49,17,2,351,1,6,Does not support,False,D,D,True
p49,17,2,351,2,9,Does not support,False,D,D,True
p49,17,3,8482,1,1,Does not support,False,C,C,True
p49,17,4,9750,1,3,Supports,True,D,D,True
p49,17,4,9750,2,4,Supports,True,D,D,True
p49,17,4,9750,3,5,Supports,True,D,D,True
p49,17,4,9750,4,9,Does not support,False,D,D,True
p49,17,5,6741,1,1,Supports,True,C,C,True
p49,17,5,6741,2,2,Supports,True,C,C,True
p49,17,5,6741,3,5,Supports,True,C,C,True
p49,17,5,6741,4,7,Supports,True,C,C,True
p49,17,6,5671,1,1,Supports,True,C,B,False
p49,17,6,5671,2,9,Supports,True,C,B,False
p49,17,7,422,1,1,Does not support,False,A,A,True
p49,17,7,422,2,2,Does not support,False,A,A,True
p49,17,7,422,3,7,Does not support,False,A,A,True
p49,17,8,289,1,2,Does not support,False,A,A,True
p49,17,8,289,2,3,Does not support,False,A,A,True
p49,17,8,289,3,4,Does not support,False,A,A,True
p49,17,9,5910,1,3,Does not support,False,B,B,True
p49,17,9,5910,2,5,Does not support,False,B,B,True
p49,17,10,5451,1,9,Supports,True,C,C,True
p49,17,11,71,1,4,Does not support,False,A,A,True
p49,17,11,71,2,9,Does not support,False,A,A,True
p49,17,12,6572,1,7,Does not support,False,C,C,True
p49,17,12,6572,2,6,Supports,True,C,C,True
p49,17,13,139,1,9,Supports,True,C,C,True
p49,17,13,139,2,3,Does not support,False,C,C,True
p49,17,14,1177,1,7,Does not support,False,B,E,False
p49,17,15,6731,1,1,Supports,True,B,B,True
p49,17,15,6731,2,7,Supports,True,B,B,True
p49,17,16,4626,1,3,Supports,True,C,C,True
p49,17,16,4626,2,4,Does not support,False,C,C,True
p49,17,16,4626,3,5,Supports,True,C,C,True
p52,18,1,5551,1,3,Supports,True,B,B,True
p52,18,1,5551,2,8,Supports,True,B,B,True
p52,18,1,5551,3,10,Supports,True,B,B,True
p52,18,2,2317,1,1,Supports,True,A,A,True
p52,18,2,2317,2,2,Supports,True,A,A,True
p52,18,2,2317,3,5,Supports,True,A,A,True
p52,18,3,4852,1,2,Does not support,False,B,B,True
p52,18,3,4852,2,3,Supports,True,B,B,True
p52,18,3,4852,3,5,Does not support,False,B,B,True
p52,18,4,3530,1,1,Does not support,False,B,B,True
p52,18,4,3530,2,2,Does not support,False,B,B,True
p52,18,4,3530,3,4,Does not support,False,B,B,True
p52,18,5,424,1,6,Does not support,False,A,A,True
p52,18,6,1742,1,4,Supports,True,A,A,True
p52,18,6,1742,2,5,Does not support,False,A,A,True
p52,18,6,1742,3,6,Supports,True,A,A,True
p52,18,7,828,1,5,Supports,True,B,B,True
p52,18,8,1281,1,4,Does not support,False,A,A,True
p52,18,8,1281,2,10,Supports,True,A,A,True
p52,18,9,169,1,3,Supports,True,B,C,False
p52,18,9,169,2,7,Does not support,False,B,C,False
p52,18,9,169,3,8,Supports,True,B,C,False
p52,18,10,1213,1,4,Supports,True,C,C,True
p52,18,10,1213,2,7,Supports,True,C,C,True
p52,18,10,1213,3,2,Does not support,False,C,C,True
p52,18,11,1607,1,5,Does not support,False,B,B,True
p52,18,12,608,1,1,Supports,True,D,D,True
p52,18,12,608,2,5,Does not support,False,D,D,True
p52,18,12,608,3,6,Supports,True,D,D,True
p52,18,12,608,4,8,Supports,True,D,D,True
p52,18,13,8531,1,1,Supports,True,B,B,True
p52,18,14,1368,1,6,Supports,True,A,A,True
p52,18,15,540,1,1,Supports,True,D,D,True
p52,18,15,540,2,2,Supports,True,D,D,True
p52,18,15,540,3,6,Does not support,False,D,D,True
p52,18,15,540,4,7,Supports,True,D,D,True
p52,18,16,1176,1,1,Does not support,False,D,A,False
